,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30
fit_time,0.005357599258422852,0.0055812358856201175,0.005478000640869141,0.004766130447387695,0.004531383514404297,0.004269981384277343,0.004557418823242188,0.004384803771972656,0.004681396484375,0.004353380203247071,0.004361915588378906,0.004381608963012695,0.004483795166015625,0.004541635513305664,0.004564905166625976
score_time,0.003137350082397461,0.0027534008026123048,0.002654552459716797,0.003040599822998047,0.0024773597717285155,0.0026588916778564455,0.0024546146392822265,0.002697658538818359,0.0025024890899658205,0.002563333511352539,0.0024664878845214845,0.002775287628173828,0.0025264739990234373,0.0026773452758789063,0.0028391361236572267
test_score,0.9736531594472908,0.9736531594472908,0.9736531594472908,0.9736531594472908,0.9736531594472908,0.9736531594472908,0.9736531594472908,0.9736531594472908,0.9736531594472908,0.9736531594472908,0.9736531594472908,0.9736531594472908,0.9736531594472908,0.9736531594472908,0.9736531594472908
